Year,Rank,Film,Global,Domestic,Domestic %,International %,International %,RT Score,Audience Score,2023_Global_Box_Office,2023_Domestic_Box_Office
2017,45,Geostorm,"$221,600,160","$33,700,160",15.20%,"$187,900,000",84.80%,17,35,"$272,568,197","$41,451,197"
2017,46,The Emoji Movie,"$217,776,646","$86,089,513",39.50%,"$131,687,133",60.50%,6,36,"$267,865,275","$105,890,101"
2017,47,A Dog's Purpose,"$205,035,819","$64,508,620",31.50%,"$140,527,199",68.50%,35,73,"$252,194,057","$79,345,603"
2017,48,Smurfs: The Lost Village,"$197,183,546","$45,020,282",22.80%,"$152,163,264",77.20%,40,54,"$242,535,762","$55,374,947"
2017,49,The Shape of Water,"$195,333,312","$63,859,435",32.70%,"$131,473,877",67.30%,92,72,"$240,259,974","$78,547,105"
2017,50,Pitch Perfect 3,"$185,400,345","$104,897,530",56.60%,"$80,502,815",43.40%,28,43,"$228,042,424","$129,023,962"
2018,1,Avengers: Infinity War,"$2,048,359,754","$678,815,482",33.10%,"$1,369,544,272",66.90%,85,92,"$2,478,515,302","$821,366,733"
2018,2,Black Panther,"$1,346,913,161","$700,059,566",52%,"$646,853,595",48%,96,79,"$1,629,764,925","$847,072,075"
2018,3,Jurassic World: Fallen Kingdom,"$1,308,467,944","$417,719,760",31.90%,"$890,748,184",68.10%,47,48,"$1,583,246,212","$505,440,910"
2018,4,Incredibles 2,"$1,242,805,359","$608,581,744",49%,"$634,223,615",51%,93,84,"$1,503,794,484","$736,383,910"
2018,5,Aquaman,"$1,148,461,807","$335,061,807",29.20%,"$813,400,000",70.80%,65,72,"$1,389,638,786","$405,424,786"
2018,6,Bohemian Rhapsody,"$903,655,259","$216,428,042",24%,"$687,227,217",76%,60,85,"$1,093,422,863","$261,877,931"
2018,7,Venom,"$856,085,151","$213,515,506",24.90%,"$642,569,645",75.10%,30,80,"$1,035,863,033","$258,353,762"
2018,8,Mission: Impossible - Fallout,"$791,115,104","$220,159,104",27.80%,"$570,956,000",72.20%,97,88,"$957,249,276","$266,392,516"
2018,9,Deadpool 2,"$734,546,611","$318,491,426",43.40%,"$416,055,185",56.60%,84,85,"$888,801,399","$385,374,625"
2018,10,Fantastic Beasts: The Crimes of Grindelwald,"$654,855,901","$159,555,901",24.40%,"$495,300,000",75.60%,36,54,"$792,375,640","$193,062,640"
2018,11,Ant-Man and the Wasp,"$622,674,139","$216,648,740",34.80%,"$406,025,399",65.20%,87,80,"$753,435,708","$262,144,975"
2018,12,Ready Player One,"$582,890,172","$137,690,172",23.60%,"$445,200,000",76.40%,72,77,"$705,297,108","$166,605,108"
2018,13,Operation Red Sea,"$579,330,426","$1,543,547",0.30%,"$577,786,879",99.70%,80,64,"$700,989,815","$1,867,692"
2018,14,Detective Chinatown 2,"$544,185,156","$1,983,984",0.40%,"$542,201,172",99.60%,54,67,"$658,464,039","$2,400,621"
2018,15,The Meg,"$530,243,742","$145,443,742",27.40%,"$384,800,000",72.60%,46,42,"$641,594,928","$175,986,928"
2018,16,Ralph Breaks the Internet,"$529,323,962","$201,091,711",38%,"$328,232,251",62%,88,64,"$640,481,994","$243,320,970"
2018,17,Hotel Transylvania 3: Summer Vacation,"$528,583,774","$167,510,016",31.70%,"$361,073,758",68.30%,62,48,"$639,586,367","$202,687,119"
2018,18,The Grinch,"$511,595,957","$270,620,950",52.90%,"$240,975,007",47.10%,59,51,"$619,031,108","$327,451,350"
2018,19,Bumblebee,"$467,989,645","$127,195,589",27.20%,"$340,794,056",72.80%,91,74,"$566,267,470","$153,906,663"
2018,20,Dying to Survive,"$451,176,639",-,-,"$451,176,639",100%,86,93,"$545,923,733",#VALUE!
2018,21,A Star Is Born,"$436,188,866","$215,288,866",49.40%,"$220,900,000",50.60%,90,80,"$527,788,528","$260,499,528"
2018,22,Rampage,"$428,028,233","$101,028,233",23.60%,"$327,000,000",76.40%,51,72,"$517,914,162","$122,244,162"
2018,23,Mamma Mia! Here We Go Again,"$395,044,706","$120,634,935",30.50%,"$274,409,771",69.50%,79,66,"$478,004,094","$145,968,271"
2018,24,Solo: A Star Wars Story,"$392,924,807","$213,767,512",54.40%,"$179,157,295",45.60%,69,63,"$475,439,016","$258,658,690"
2018,25,Spider-Man: Into the Spider-Verse,"$375,540,831","$190,241,310",50.70%,"$185,299,521",49.30%,97,94,"$454,404,406","$230,191,985"
2018,26,Fifty Shades Freed,"$371,985,018","$100,407,760",27%,"$271,577,258",73%,11,38,"$450,101,872","$121,493,390"
2018,27,Hello Mr. Billionaire,"$366,961,907",-,-,"$366,961,907",100%,,70,"$444,023,907",#VALUE!
2018,28,The Nun,"$365,550,119","$117,450,119",32.10%,"$248,100,000",67.90%,25,35,"$442,315,644","$142,114,644"
2018,29,Monster Hunt 2,"$361,682,618","$706,153",0.20%,"$360,976,465",99.80%,50,53,"$437,635,968","$854,445"
2018,30,Peter Rabbit,"$351,266,433","$115,253,424",32.80%,"$236,013,009",67.20%,63,56,"$425,032,384","$139,456,643"
2018,31,Mary Poppins Returns,"$349,537,494","$171,958,438",49.20%,"$177,579,056",50.80%,80,64,"$422,940,368","$208,069,710"
2018,32,A Quiet Place,"$340,939,361","$188,024,361",55.10%,"$152,915,000",44.90%,96,83,"$412,536,627","$227,509,477"
2018,33,Green Book,"$321,752,656","$85,080,171",26.40%,"$236,672,485",73.60%,77,91,"$389,320,714","$102,947,007"
2018,34,Skyscraper,"$304,868,961","$68,420,120",22.40%,"$236,448,841",77.60%,48,68,"$368,891,443","$82,788,345"
2018,35,Ocean's Eight,"$297,718,711","$140,218,711",47.10%,"$157,500,000",52.90%,69,47,"$360,239,640","$169,664,640"
2018,36,Pacific Rim: Uprising,"$290,930,148","$59,874,525",20.60%,"$231,055,623",79.40%,42,37,"$352,025,479","$72,448,175"
2018,37,Maze Runner: The Death Cure,"$288,175,335","$58,032,443",20.10%,"$230,142,892",79.90%,43,58,"$348,692,155","$70,219,256"
2018,38,Tomb Raider,"$274,650,803","$58,250,803",21.20%,"$216,400,000",78.80%,53,55,"$332,327,472","$70,483,472"
2018,39,Halloween,"$255,485,178","$159,342,015",62.40%,"$96,143,163",37.60%,79,71,"$309,137,065","$192,803,838"
2018,40,Crazy Rich Asians,"$238,532,921","$174,532,921",73.20%,"$64,000,000",26.80%,91,76,"$288,624,834","$211,184,834"
2018,41,Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%,83,80,"$259,201,226","$140,016,226"
2018,42,Smallfoot,"$214,040,103","$83,240,103",38.90%,"$130,800,000",61.10%,76,62,"$258,988,525","$100,720,525"
2018,43,Us and Them,"$209,221,380",-,-,"$209,221,380",100%,100,90,"$253,157,870",#VALUE!
2018,44,The Island,"$198,326,350","$670,883",0.30%,"$197,655,467",99.70%,100,81,"$239,974,884","$811,768"
2018,45,Christopher Robin,"$197,744,377","$99,215,042",50.20%,"$98,529,335",49.80%,72,82,"$239,270,696","$120,050,201"
2018,46,The Equalizer 2,"$190,400,157","$102,084,362",53.60%,"$88,315,795",46.40%,52,61,"$230,384,190","$123,522,078"
2018,47,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%,,67,"$227,621,323",#VALUE!
2018,48,The Mule,"$174,804,407","$103,804,407",59.40%,"$71,000,000",40.60%,70,66,"$211,513,332","$125,603,332"
2018,49,The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.50%,"$119,102,218",68.50%,32,34,"$210,492,893","$66,379,210"
2018,50,Insidious: The Last Key,"$167,885,588","$67,745,330",40.40%,"$100,140,258",59.60%,33,50,"$203,141,561","$81,971,849"
2019,1,Avengers: Endgame,"$2,799,439,100","$858,373,000",30.70%,"$1,941,066,100",69.30%,94,90,"$3,331,332,529","$1,021,463,870"
2019,2,The Lion King,"$1,656,943,394","$543,638,043",32.80%,"$1,113,305,351",67.20%,52,88,"$1,971,762,639","$646,929,271"
2019,3,Frozen II,"$1,450,026,933","$477,373,578",32.90%,"$972,653,355",67.10%,77,92,"$1,725,532,050","$568,074,558"
2019,4,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.50%,"$741,395,911",65.50%,90,95,"$1,346,994,315","$464,733,181"
2019,5,Captain Marvel,"$1,128,274,794","$426,829,839",37.80%,"$701,444,955",62.20%,79,45,"$1,342,647,005","$507,927,508"
2019,6,Joker,"$1,074,251,311","$335,451,311",31.20%,"$738,800,000",68.80%,69,88,"$1,278,359,060","$399,187,060"
2019,7,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%,52,86,"$1,278,231,655","$613,091,025"
2019,8,Toy Story 4,"$1,073,394,593","$434,038,008",40.40%,"$639,356,585",59.60%,97,94,"$1,277,339,566","$516,505,230"
2019,9,Aladdin,"$1,050,693,953","$355,559,216",33.80%,"$695,134,737",66.20%,57,94,"$1,250,325,804","$423,115,467"
2019,10,Jumanji: The Next Level,"$801,693,929","$320,314,960",40%,"$481,378,969",60%,71,87,"$954,015,776","$381,174,802"
2019,11,Fast & Furious Presents: Hobbs & Shaw,"$760,732,926","$173,956,935",22.90%,"$586,775,991",77.10%,68,88,"$905,272,182","$207,008,753"
2019,12,Ne Zha,"$726,063,471","$3,695,533",0.50%,"$722,367,938",99.50%,88,98,"$864,015,530","$4,397,684"
2019,13,The Wandering Earth,"$699,856,699","$5,971,413",0.90%,"$693,885,286",99.10%,70,50,"$832,829,472","$7,105,981"
2019,14,How to Train Your Dragon: The Hidden World,"$521,799,505","$160,799,505",30.80%,"$361,000,000",69.20%,90,87,"$620,941,411","$191,351,411"
2019,15,Maleficent: Mistress of Evil,"$491,730,089","$113,929,605",23.20%,"$377,800,484",76.80%,39,95,"$585,158,806","$135,576,230"
2019,16,It Chapter Two,"$473,093,228","$211,593,228",44.70%,"$261,500,000",55.30%,62,78,"$562,980,941","$251,795,941"
2019,17,"My People, My Country","$450,064,993","$2,356,683",0.50%,"$447,708,310",99.50%,,69,"$535,577,342","$2,804,453"
2019,18,Pokémon: Detective Pikachu,"$433,005,346","$144,105,346",33.30%,"$288,900,000",66.70%,68,79,"$515,276,362","$171,485,362"
2019,19,The Secret Life of Pets 2,"$431,058,542","$158,874,395",36.90%,"$272,184,147",63.10%,60,90,"$512,959,665","$189,060,530"
2019,20,The Captain,"$417,282,021","$706,572",0.20%,"$416,575,449",99.80%,75,96,"$496,565,605","$840,821"
2019,21,Alita: Battle Angel,"$404,980,543","$85,838,210",21.20%,"$319,142,333",78.80%,61,92,"$481,926,846","$102,147,470"
2019,22,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.60%,"$276,100,000",71.40%,42,83,"$460,054,164","$131,495,164"
2019,23,1917,"$384,577,421","$159,227,644",41.40%,"$225,349,777",58.60%,88,88,"$457,647,131","$189,480,896"
2019,24,Once Upon a Time in Hollywood,"$377,426,903","$142,502,728",37.80%,"$234,924,175",62.20%,85,70,"$449,138,015","$169,578,246"
2019,25,Shazam!,"$365,971,656","$140,371,656",38.40%,"$225,600,000",61.60%,90,82,"$435,506,271","$167,042,271"
2019,26,Dumbo,"$353,284,621","$114,766,307",32.50%,"$238,518,314",67.50%,46,48,"$420,408,699","$136,571,905"
2019,27,John Wick: Chapter 3 - Parabellum,"$327,777,335","$171,015,687",52.20%,"$156,761,648",47.80%,89,86,"$390,055,029","$203,508,668"
2019,28,Crazy Alien,"$327,598,891",-,-,"$327,598,891",100%,,,"$389,842,680",#VALUE!
2019,29,Knives Out,"$312,897,920","$165,363,234",52.80%,"$147,534,686",47.20%,97,92,"$372,348,525","$196,782,248"
2019,30,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.80%,"$198,866,215",76.20%,70,82,"$310,731,957","$74,081,162"
2019,31,Parasite,"$258,710,043","$53,369,749",20.60%,"$205,340,294",79.40%,99,90,"$307,864,951","$63,510,001"
2019,32,Us,"$256,022,707","$175,084,580",68.40%,"$80,938,127",31.60%,93,60,"$304,667,021","$208,350,650"
2019,33,Pegasus,"$255,863,112",-,-,"$255,863,112",100%,,75,"$304,477,103",#VALUE!
2019,34,Men in Black: International,"$253,890,701","$80,001,807",31.50%,"$173,888,894",68.50%,23,66,"$302,129,934","$95,202,150"
2019,35,X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.10%,"$186,597,000",73.90%,22,64,"$300,407,139","$78,356,709"
2019,36,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%,37,67,"$293,928,856","$132,147,677"
2019,37,The Bravest,"$245,179,562","$290,217",0.10%,"$244,889,345",99.90%,,,"$291,763,679","$345,358"
2019,38,Annabelle Comes Home,"$231,252,591","$74,152,591",32.10%,"$157,100,000",67.90%,64,70,"$275,190,583","$88,241,583"
2019,39,Better Days,"$225,918,798","$1,921,657",0.90%,"$223,997,141",99.10%,97,97,"$268,843,370","$2,286,772"
2019,40,Ford v Ferrari,"$225,508,210","$117,624,357",52.20%,"$107,883,853",47.80%,92,98,"$268,354,770","$139,972,985"
2019,41,Little Women,"$218,843,645","$108,101,214",49.40%,"$110,742,431",50.60%,95,92,"$260,423,938","$128,640,445"
2019,42,The Addams Family,"$203,044,905","$100,044,905",49.30%,"$103,000,000",50.70%,45,69,"$241,623,437","$119,053,437"
2019,43,Rocketman,"$195,320,400","$96,368,160",49.30%,"$98,952,240",50.70%,89,88,"$232,431,276","$114,678,110"
2019,44,Downton Abbey,"$194,694,725","$96,853,865",49.70%,"$97,840,860",50.30%,84,94,"$231,686,723","$115,256,099"
2019,45,Weathering with You,"$192,951,441","$8,056,636",4.20%,"$184,894,805",95.80%,92,96,"$229,612,215","$9,587,397"
2019,46,The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%,84,68,"$228,844,745","$125,909,745"
2019,47,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%,100,,"$228,006,554",#VALUE!
2019,48,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.30%,"$188,786,919",99.70%,57,61,"$225,381,692","$725,259"
2019,49,Abominable,"$188,623,517","$60,716,390",32.20%,"$127,907,127",67.80%,82,95,"$224,461,985","$72,252,504"
2019,50,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.20%,"$172,389,935",97.80%,85,95,"$209,851,700","$4,707,677"
2020,1,The Eight Hundred,"$461,421,559","$372,755",<0.1%,"$461,048,804",99.90%,88,78,"$535,249,008","$432,396"
2020,2,Demon Slayer the Movie: Mugen Train,"$453,210,959","$49,505,008",10.90%,"$403,705,951",89.10%,98,99,"$525,724,712","$57,425,809"
2020,3,Bad Boys for Life,"$426,505,244","$206,305,244",48.40%,"$220,200,000",51.60%,76,96,"$494,746,083","$239,314,083"
2020,4,"My People, My Homeland","$422,390,820",-,-,"$422,390,820",100%,,91,"$489,973,351",#VALUE!
2020,5,Tenet,"$365,304,105","$58,504,105",16%,"$306,800,000",84%,69,76,"$423,752,762","$67,864,762"
2020,6,Sonic the Hedgehog,"$319,715,683","$148,974,665",46.60%,"$170,741,018",53.40%,64,93,"$370,870,192","$172,810,611"
2020,7,Dolittle,"$251,410,631","$77,047,065",30.60%,"$174,363,566",69.40%,15,76,"$291,636,332","$89,374,595"
2020,8,Legend of Deification,"$240,646,355","$214,670",<0.1%,"$240,431,685",99.90%,83,88,"$279,149,772","$249,017"
2020,9,A Little Red Flower,"$216,000,000",-,-,"$216,000,000",100%,,,"$250,560,000",#VALUE!
2020,10,The Croods: A New Age,"$215,905,815","$58,568,815",27.10%,"$157,337,000",72.90%,77,94,"$250,450,745","$67,939,825"
2020,11,Birds of Prey,"$205,358,461","$84,158,461",41%,"$121,200,000",59%,79,78,"$238,215,815","$97,623,815"
2020,12,Shock Wave 2,"$198,921,659",-,-,"$198,921,659",100%,87,,"$230,749,124",#VALUE!
2020,13,Wonder Woman 1984,"$169,601,036","$46,801,036",27.60%,"$122,800,000",72.40%,58,73,"$196,737,202","$54,289,202"
2020,14,The Sacrifice,"$161,047,608",-,-,"$161,047,608",100%,,,"$186,815,225",#VALUE!
2020,15,The Invisible Man,"$144,492,724","$70,410,000",48.70%,"$74,082,724",51.30%,92,88,"$167,611,560","$81,675,600"
2020,16,Onward,"$141,940,042","$61,555,145",43.40%,"$80,384,897",56.60%,88,95,"$164,650,449","$71,403,968"
2020,17,Warm Hug,"$129,240,236",-,-,"$129,240,236",100%,,,"$149,918,674",#VALUE!
2020,18,Soul,"$120,957,731",-,-,"$120,957,731",100%,95,88,"$140,310,968",#VALUE!
2020,19,The Call of the Wild,"$111,257,878","$62,342,368",56%,"$48,915,510",44%,63,89,"$129,059,138","$72,317,147"
2020,20,Mamma Mia! 2020 Re-release,"$84,579,977",-,-,"$84,579,977",100%,,,"$98,112,773",#VALUE!
2020,21,Caught in Time,"$80,543,319",-,-,"$80,543,319",100%,,,"$93,430,250",#VALUE!
2020,22,Mulan,"$69,965,374",-,-,"$69,965,374",100%,72,46,"$81,159,834",#VALUE!
2020,23,The Yin-Yang Master: Dream of Eternity,"$68,000,000",-,-,"$68,000,000",100%,38,82,"$78,880,000",#VALUE!
2020,24,Stand by Me Doraemon 2,"$65,201,374",-,-,"$65,201,374",100%,,100,"$75,633,594",#VALUE!
2020,25,The Rescue,"$64,237,554","$18,797",<0.1%,"$64,218,757",100%,90,90,"$74,515,563","$21,805"
2020,26,Love You Forever,"$60,670,799",-,-,"$60,670,799",100%,,,"$70,378,127",#VALUE!
2020,27,Greenland,"$52,300,000",-,-,"$52,300,000",100%,78,63,"$60,668,000",#VALUE!
2020,28,Tolo Tolo,"$52,186,426",-,-,"$52,186,426",100%,,,"$60,536,254",#VALUE!
2020,29,Vanguard,"$50,866,901","$793,525",1.60%,"$50,073,376",98.40%,29,51,"$59,005,605","$920,489"
2020,30,Fantasy Island,"$49,447,308","$27,309,289",55.20%,"$22,138,019",44.80%,62,68,"$57,358,877","$31,678,775"
2020,31,Trolls World Tour,"$49,276,818","$450,000",0.90%,"$48,826,818",99.10%,71,58,"$57,161,109","$522,000"
2020,32,The New Mutants,"$49,169,594","$23,852,659",48.50%,"$25,316,935",51.50%,36,56,"$57,036,729","$27,669,084"
2020,33,After We Collided,"$47,990,414","$2,386,483",5%,"$45,603,931",95%,13,93,"$55,668,880","$2,768,320"
2020,34,"From Today, It's My Turn: The Movie","$47,895,887",-,-,"$47,895,887",100%,,,"$55,559,229",#VALUE!
2020,35,Tanhaji: The Unsung Warrior,"$45,221,814",-,-,"$45,221,814",100%,73,88,"$52,457,304",#VALUE!
2020,36,Unhinged,"$44,331,465","$20,831,465",47%,"$23,500,000",53%,48,77,"$51,424,499","$24,164,499"
2020,37,The End of Endless Love,"$43,950,000",-,-,"$43,950,000",100%,,,"$50,982,000",#VALUE!
2020,38,The War with Grandpa,"$43,387,638","$21,277,892",49%,"$22,109,746",51%,29,85,"$50,329,660","$24,682,355"
2020,39,Peninsula,"$42,698,327","$1,231,407",2.90%,"$41,466,920",97.10%,55,76,"$49,530,059","$1,428,432"
2020,40,Monster Hunter,"$42,145,959","$15,162,470",36%,"$26,983,489",64%,43,70,"$48,889,312","$17,588,465"
2020,41,Underwater,"$40,882,928","$17,291,078",42.30%,"$23,591,850",57.70%,48,60,"$47,424,196","$20,057,650"
2020,42,Bloodshot,"$39,861,118","$12,561,824",31.50%,"$27,299,294",68.50%,31,78,"$46,238,897","$14,571,716"
2020,43,Sarileru Neekevvaru,"$37,389,889","$821,000",2.20%,"$36,568,889",97.80%,,64,"$43,372,271","$952,360"
2020,44,New Interpretation Records of the Three Kingdoms,"$36,747,486",-,-,"$36,747,486",100%,,,"$42,627,084",#VALUE!
2020,45,The Confidence Man JP: Princess,"$36,109,913",-,-,"$36,109,913",100%,,,"$41,887,499",#VALUE!
2020,46,The Man Standing Next,"$34,664,900","$113,527",0.30%,"$34,551,373",99.70%,84,100,"$40,211,284","$131,691"
2020,47,My Mom is a Character 3,"$34,360,029",-,-,"$34,360,029",100%,,,"$39,857,634",#VALUE!
2020,48,Doraemon the Movie: Nobita's New Dinosaur,"$33,942,341",-,-,"$33,942,341",100%,,,"$39,373,116",#VALUE!
2020,49,Deliver Us from Evil,"$33,718,703",-,-,"$33,718,703",100%,94,77,"$39,113,695",#VALUE!
2020,50,Harry Potter and the Sorcerer's Stone 2020 Re-release,"$31,501,815",-,-,"$31,501,815",100%,81,82,"$36,542,105",#VALUE!
2021,1,Spider-Man: No Way Home,"$1,912,233,593","$804,793,477",42.10%,"$1,107,440,116",57.90%,93,98,"$2,179,946,296","$917,464,564"
2021,2,The Battle at Lake Changjin,"$902,548,476","$342,411",<0.1%,"$902,206,065",100%,36,100,"$1,028,905,263","$390,349"
2021,3,"Hi, Mom","$822,009,764",-,-,"$822,009,764",100%,,,"$937,091,131",#VALUE!
2021,4,No Time to Die,"$774,153,007","$160,891,007",20.80%,"$613,262,000",79.20%,83,88,"$882,534,428","$183,415,748"
2021,5,F9: The Fast Saga,"$726,229,501","$173,005,945",23.80%,"$553,223,556",76.20%,59,82,"$827,901,631","$197,226,777"
2021,6,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%,60,,"$782,333,622",#VALUE!
2021,7,Venom: Let There Be Carnage,"$506,863,592","$213,550,366",42.10%,"$293,313,226",57.90%,57,84,"$577,824,495","$243,447,417"
2021,8,Godzilla vs. Kong,"$470,116,094","$100,916,094",21.50%,"$369,200,000",78.50%,75,91,"$535,932,347","$115,044,347"
2021,9,Shang-Chi and the Legend of the Ten Rings,"$432,243,292","$224,543,292",51.90%,"$207,700,000",48.10%,91,98,"$492,757,353","$255,979,353"
2021,10,Sing 2,"$408,400,679","$162,790,990",39.90%,"$245,609,689",60.10%,72,98,"$465,576,774","$185,581,729"
2021,11,Eternals,"$402,064,899","$164,870,234",41%,"$237,194,665",59%,47,77,"$458,353,985","$187,952,067"
2021,12,Dune: Part One,"$402,027,830","$108,327,830",26.90%,"$293,700,000",73.10%,83,90,"$458,311,726","$123,493,726"
2021,13,Black Widow,"$379,751,655","$183,651,655",48.40%,"$196,100,000",51.60%,79,91,"$432,916,887","$209,362,887"
2021,14,Free Guy,"$331,526,598","$121,626,598",36.70%,"$209,900,000",63.30%,80,94,"$377,940,322","$138,654,322"
2021,15,A Quiet Place Part II,"$297,372,261","$160,072,261",53.80%,"$137,300,000",46.20%,91,92,"$339,004,378","$182,482,378"
2021,16,Encanto,"$256,786,742","$96,093,622",37.40%,"$160,693,120",62.60%,91,93,"$292,736,886","$109,546,729"
2021,17,Cruella,"$233,503,234","$86,103,234",36.90%,"$147,400,000",63.10%,75,97,"$266,193,687","$98,157,687"
2021,18,"My Country, My Parents","$221,831,086","$177,133",<0.1%,"$221,653,953",99.90%,,,"$252,887,438","$201,932"
2021,19,Jungle Cruise,"$220,889,446","$116,987,516",53%,"$103,901,930",47%,62,92,"$251,813,968","$133,365,768"
2021,20,The Conjuring: The Devil Made Me Do It,"$206,431,050","$65,631,050",31.80%,"$140,800,000",68.20%,55,83,"$235,331,397","$74,819,397"
2021,21,Raging Fire,"$205,842,393","$385,305",0.20%,"$205,457,088",99.80%,91,100,"$234,660,328","$439,248"
2021,22,Ghostbusters: Afterlife,"$204,334,455","$129,360,575",63.30%,"$74,973,880",36.70%,63,94,"$232,941,279","$147,471,056"
2021,23,Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%,,,"$224,743,269",#VALUE!
2021,24,Cliff Walkers,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.90%,81,77,"$206,711,144","$174,388"
2021,25,The Suicide Squad,"$168,717,425","$55,817,425",33.10%,"$112,900,000",66.90%,90,82,"$192,337,865","$63,631,865"
2021,26,Jujutsu Kaisen 0,"$166,760,828","$34,542,754",20.70%,"$132,218,074",79.30%,98,98,"$190,107,344","$39,378,740"
2021,27,Space Jam: A New Legacy,"$163,692,228","$70,592,228",43.10%,"$93,100,000",56.90%,25,79,"$186,609,140","$80,475,140"
2021,28,The Matrix Resurrections,"$157,286,805","$37,686,805",24%,"$119,600,000",76%,63,63,"$179,306,958","$42,962,958"
2021,29,Peter Rabbit 2: The Runaway,"$153,901,717","$40,501,717",26.30%,"$113,400,000",73.70%,67,89,"$175,447,957","$46,171,957"
2021,30,House of Gucci,"$153,269,161","$53,809,574",35.10%,"$99,459,587",64.90%,62,83,"$174,726,844","$61,342,914"
2021,31,A Writer's Odyssey,"$150,123,320","$160,013",0.10%,"$149,963,307",99.90%,93,77,"$171,140,585","$182,415"
2021,32,The Boss Baby 2: Family Business,"$146,745,280","$57,300,280",39%,"$89,445,000",61%,46,89,"$167,289,619","$65,322,319"
2021,33,PAW Patrol: The Movie,"$144,327,371","$40,127,371",27.80%,"$104,200,000",72.20%,80,97,"$164,533,203","$45,745,203"
2021,34,Tom & Jerry,"$136,536,687","$46,536,687",34.10%,"$90,000,000",65.90%,30,82,"$155,651,823","$53,051,823"
2021,35,Be Somebody,"$132,326,332",-,-,"$132,326,332",100%,,,"$150,852,018",#VALUE!
2021,36,Halloween Kills,"$131,647,155","$92,002,155",69.90%,"$39,645,000",30.10%,38,66,"$150,077,757","$104,882,457"
2021,37,Raya and the Last Dragon,"$130,423,032","$54,723,032",42%,"$75,700,000",58%,93,97,"$148,682,256","$62,384,256"
2021,38,Sister,"$128,317,206",-,-,"$128,317,206",100%,100,,"$146,281,615",#VALUE!
2021,39,The King's Man,"$125,897,478","$37,176,373",29.50%,"$88,721,105",70.50%,41,80,"$143,523,125","$42,381,065"
2021,40,The Addams Family 2,"$119,815,153","$56,489,153",47.10%,"$63,326,000",52.90%,28,69,"$136,589,274","$64,397,634"
2021,41,My Love,"$114,016,434","$86,252",<0.1%,"$113,930,182",99.90%,,,"$129,978,735","$98,327"
2021,42,Clifford the Big Red Dog,"$107,347,356","$48,947,356",45.60%,"$58,400,000",54.40%,59,94,"$122,375,986","$55,799,986"
2021,43,Wrath of Man,"$103,966,489","$27,466,489",26.40%,"$76,500,000",73.60%,67,90,"$118,521,797","$31,311,797"
2021,44,Detective Conan: The Scarlet Bullet,"$95,580,715",-,-,"$95,580,715",100%,,,"$108,962,015",#VALUE!
2021,45,Evangelion: 3.0+1.01 Thrice Upon a Time,"$93,763,012","$810,744",0.90%,"$92,952,268",99.10%,100,92,"$106,889,834","$924,248"
2021,46,End Game,"$91,824,961","$23,149",<0.1%,"$91,801,812",100%,,,"$104,680,456","$26,390"
2021,47,Old,"$90,146,510","$48,276,510",53.60%,"$41,870,000",46.40%,50,53,"$102,767,021","$55,035,221"
2021,48,Mortal Kombat,"$84,426,031","$42,326,031",50.10%,"$42,100,000",49.90%,54,86,"$96,245,675","$48,251,675"
2021,49,Boonie Bears: The Wild Life,"$78,132,231",-,-,"$78,132,231",100%,,,"$89,070,743",#VALUE!
2021,50,Candyman,"$77,411,570","$61,186,570",79%,"$16,225,000",21%,84,72,"$88,249,190","$69,752,690"
2022,1,Avatar: The Way of Water,"$2,320,250,281","$684,075,767",29.50%,"$1,636,174,514",70.50%,76,92,"$2,459,465,298","$725,120,313"
2022,2,Top Gun: Maverick,"$1,495,696,292","$718,732,821",48.10%,"$776,963,471",51.90%,96,99,"$1,585,438,070","$761,856,790"
2022,3,Jurassic World Dominion,"$1,001,978,080","$376,851,080",37.60%,"$625,127,000",62.40%,29,77,"$1,062,096,765","$399,462,145"
2022,4,Doctor Strange in the Multiverse of Madness,"$955,775,804","$411,331,607",43%,"$544,444,197",57%,74,85,"$1,013,122,352","$436,011,503"
2022,5,Minions: The Rise of Gru,"$939,628,210","$369,695,210",39.30%,"$569,933,000",60.70%,70,89,"$996,005,903","$391,876,923"
2022,6,Black Panther: Wakanda Forever,"$859,208,836","$453,829,060",52.80%,"$405,379,776",47.20%,84,94,"$910,761,366","$481,058,804"
2022,7,The Batman,"$770,962,583","$369,345,583",47.90%,"$401,617,000",52.10%,85,87,"$817,220,338","$391,506,318"
